durofel,color,max_brix,Variety
76.41,2.98,21.1,5
75.78,3.24,20.8,5
77.78,2.84,21.9,5
79.19,3.52,24.7,15
75.045,2.21,20,5
74.223,2.041,22,5
76.607,2.805,0,5
74.764,3.105,20,5
74.64,2.888,23.5,5
77.92,2.79,21,5
79.51,2.71,21.3,5
79.503,3.116,19.3,5
76.046,2.76,22.3,5
79.02,2.874,23,5
75.1,3.114,20.1,5
77.09,2.56,21.8,5
78.77,2.26,23.2,5
78.14,2.53,22.6,5
78.74,2.79,23.2,5
78.14,2.79,22.4,5
74.427,2.586,19.4,1
73.636,2.596,19.4,1
72.697,2.787,21.1,1
72.374,2.907,22.2,1
73.541,2.596,21.9,1
73.821,2.651,22.8,1
73.834,2.543,22.6,1
75.713,2.65,24.6,1
75.66,2.54,21.3,1
78.01,2.3,21.7,1
73.21,3.5,21.1,1
76.62,2.59,21.4,1
75.187,2.94,22.3,1
76.093,3.062,22.1,1
75.282,2.79,20,3
77.927,2.923,21.5,3
76.31,3.06,20.7,3
78.455,3.17,22.2,3
76.14,2.6,26.6,5
73.95,2.76,20.6,5
75.15,2.56,22.1,5
75.94,2.7,22.7,5
75.13,2.81,21.6,5
77.4,2.6,23.3,5
77.9,2.82,22.8,5
77.19,2.68,20.8,5
76.54,2.981,23.2,5
78.35,2.56,20.9,5
78.56,3.35,22.4,5
79.19,3.23,22.8,5
76.41,3.39,23.4,5
74.75,2.889,20.4,1
72.603,2.91,20.9,1
74.587,2.731,20.9,1
74.928,2.643,20.4,1
79.19,3.77,24.2,15
78.74,3.74,23.3,15
77.93,4.05,25.9,15
76.067,2.983,20.9,3
77.608,3.11,21.2,3
74.534,2.83,21.9,3
77.615,2.892,21.1,3
73.778,2.97,23.9,3
77.26,2.48,21.4,5
78.35,4.03,23.4,15
78.6,4.16,25.1,15
73.756,3.96,22.1,3
73.56,3.32,19.7,3
77.075,3.042,21.2,3
78.77,4.5,24.9,2
77.93,4.35,23.1,2
78.17,4.7,23.3,2
77.93,4.71,27.6,2
78.747,3.104,22.1,5
73.728,3.019,16.6,5
73.282,3.109,20.5,5
77.54,3.71,22,15
75.599,3.219,21.5,3
76.262,3.291,21.7,3
77.608,3.133,21.3,3
65.766,4.116,21.5,3
78.56,2.37,21.2,5
77.59,2.44,20.9,5
73.863,3.095,19.9,5
75.57,3.37,22.4,5
75.98,3.14,20.7,5
75.79,3.11,22,5
74.64,3.03,21.5,5
74.91,2.95,22.1,5
75,2.97,22.7,5
75.51,3.12,18.7,5
73.29,3.09,20.3,5
71.45,3.26,20.2,5
73.59,3.59,18.4,5
73.86,3.38,20.5,5
75.599,2.935,21.3,5
75.56,2.889,21.4,5
74.23,3.025,21.8,5
78.11,3.073,20.4,5
77.66,2.73,21.1,5
76.11,2.908,26.3,13
75.2,2.94,24,13
76.131,3.053,22.8,13
77.79,3.06,23.1,13
79.79,2.62,23.8,13
78.56,2.82,23.6,13
77.86,2.837,20.7,12
75.18,2.7,21.5,12
72.667,2.134,22.7,12
77.242,3.147,23.5,12
75.78,2.861,23.3,12
77.579,2.88,23.3,12
76.248,3.26,21,12
77.011,3.111,23,12
78.59,3.21,20.7,2
78.39,3.8,24,2
78.77,3.74,24,2
78.98,4.32,25.6,2
75.93,3.23,21.4,5
75.75,3.12,21.9,5
77.98,3.15,23.3,5
76.95,3.03,21.4,5
78.98,2.67,21.8,15
78.14,3.35,22.2,15
78.35,3.44,24.4,15
78.77,3.56,22.3,15
78.38,3.79,23.2,15
78.74,3.53,22.5,15
78.38,3.38,21.1,15
78.98,3.68,20,15
78.53,4.03,22.3,15
78.53,4.12,22.4,15
77.35,2.62,24,15
78.98,3.88,24.6,15
78.49,3.85,23.5,15
77.19,2.89,20.2,3
78.22,2.86,21.2,3
76.43,3.05,19.8,3
76.748,3.02,20.4,3
74.634,2.998,19.5,3
78.539,3.109,21.5,3
75.923,3.146,20.9,3
75.297,2.979,20.8,3
82.696,2.842,20.3,3
78.38,3.18,20.9,18
78.1,2.85,20.3,18
70.96,3.03,23.2,18
78.32,3.7,22.8,16
77.79,3.5,20.7,16
77.54,3.48,21.2,16
77.15,3.64,22.4,16
78.98,3.7,23.7,16
77.44,3.49,22.8,16
77.3,3.67,21.9,16
78.551,2.354,19.6,3
72.855,2.872,19,3
77.29,2.67,19.8,3
78.11,2.78,22,3
75.606,2.919,20.3,3
77.285,2.827,21.1,3
75.18,2.97,20,3
74.534,3.07,21.4,3
77.011,1.94,26.5,13
77.183,2.956,25,13
75.14,2.88,24.9,13
77.579,3.07,24.1,13
78.19,3.26,25.8,13
78.08,2.874,20.1,5
79.468,2.38,20.9,5
77.96,2.47,21,5
72.76,2.938,20.8,1
72.625,2.79,23,1
71.47,2.66,20,1
76.48,2.938,22.6,1
74.236,2.875,21,1
74.179,3.149,22.3,1
75.981,2.964,20.7,3
77.484,3.025,20.6,3
76.795,3.063,22.6,3
76.046,2.32,22.8,11
77.674,2.128,22.2,11
77.96,2.7,20.5,5
79.19,3.03,22.8,5
78.35,2.35,21.5,5
77.5,2.76,22.1,5
76.908,3.001,23.6,3
76.62,3.38,23.9,18
78.14,3.29,24.4,18
78.56,2.7,22.2,16
78.56,3.09,24.4,16
78.38,3.62,24.1,16
77.09,3.69,25.3,2
79.748,3.01,23.5,5
79.51,2.994,24.5,5
77.71,3.09,23.2,5
79.251,3.12,22.7,5
77.71,2.89,27.6,5
77.93,3.01,23.7,5
78.17,2.75,27.7,5
77.36,2.68,21.4,5
75.19,2.88,23.8,5
77.4,2.9,23.2,5
80.18,3.04,24.8,5
78.38,3.14,24.5,5
78.73,3.17,26.4,5
78.53,3.77,23,5
68.16,3.9,23.5,5
66.99,4,23.2,5
70.643,2.951,24.6,1
74.541,2.71,21.1,1
73.94,3.65,26.6,15
74.74,3.84,22,15
78.14,3.18,24,15
78.53,3.5,24.8,15
78.77,3.44,25.3,15
78.98,3.26,24.2,15
76.759,3.042,23.5,3
75.57,2.942,23.7,3
76.759,2.828,22.7,3
77.635,2.876,20.8,3
79.503,3.006,22.7,3
76.656,3.055,23.8,3
72.986,3.198,24.6,3
78.74,3,20.6,2
77.34,3.74,25,15
78.98,3.85,27.1,15
78.49,2.85,24.9,13
77.96,3.12,21.9,5
72.531,3.036,21.1,1
76.103,2.941,20,1
79.19,4.06,23.2,15
79.37,3.94,22.6,15
72.783,3.277,20.9,3
75.57,3.08,20.7,3
75.54,2.56,20.3,5
76.78,3.14,20.6,5
75.56,3.05,19.8,5
74.57,2.68,21.5,18
74.55,2.97,18.9,18
78.796,3.465,20.5,2
77.37,3.82,25.2,2
78.37,3.91,22.1,2
76.91,3.14,22.6,2
75.69,3.03,22.8,15
78.77,2.85,22,15
74.76,3.62,24.2,15
73.34,3.5,21.9,15
77.58,4.14,19.2,15
78.55,3.05,22.3,16
72.36,3.88,25.7,16
78.5,2.995,22.7,5
77.78,2.844,20.8,5
76.42,2.987,20.1,5
77.96,2.2,21.2,5
78.14,2.14,20.4,5
77.347,3.051,21.7,5
78.84,2.885,23.9,5
77.647,3.046,21.7,5
74.88,2.62,22.4,5
79.035,2.971,20.4,5
78.98,1.77,21.2,5
71.003,3.341,22.6,3
77.73,4.067,22.1,3
77.8,4.801,22.1,3
77.34,3.98,22,3
75.13,3.06,23.1,3
79.09,3.99,19.6,3
74.31,3.631,22.6,3
72.325,3.132,21.3,3
78.19,2.98,23.3,3
77.93,2.52,21.7,5
78.11,2.72,22.6,5
78.77,2.37,20.7,5
78.286,3.138,22,5
78.77,3,22.1,5
76.39,3.8,21.8,5
76.34,3.4,22.3,5
76.11,3.87,24.8,5
76.17,3.76,23,5
76.543,3.137,21.1,3
77.998,3.92,21.3,3
77.79,4.201,21,3
78,4.098,19.3,3
78.39,2.89,18.5,3
76.067,3.49,22.9,3
78.32,3.28,21.3,3
76.14,3.97,23.1,3
77.54,3.27,22.2,3
77.97,3.53,16.6,3
77.18,2.72,23.2,3
74.91,3.34,18.8,3
75.66,3.36,20.2,3
0,1.68,18.8,3
78.243,3.064,21.5,3
75.987,3.135,21.5,3
73.736,3.048,22.4,3
75.252,3.14,22,3
75.46,3.11,22.1,3
77.95,2.78,23,3
76.66,3.23,21.3,3
78.08,2.88,21.9,3
74.577,2.895,21.7,3
77.608,2.984,21.2,3
73.635,2.936,21.1,3
78.837,3.088,21.1,3
78.531,3.077,20.9,3
78.138,2.905,21.5,3
77.285,3.078,20.9,3
74.03,3.085,21.5,3
79.28,2.949,21.7,3
77.039,3.033,21.8,3
64.835,2.922,21.8,3
77.624,3.06,20.9,3
77.811,3.15,19.3,3
76.32,3.32,23.4,5
76.5,3.35,19.9,5
73,2.36,21,5
75.9,3.35,20.3,5
75.78,3.32,21.7,5
77.01,3.26,22.2,5
75.95,3.32,21.4,5
77.47,3.68,23.8,15
78.2,3.46,22.3,15
79.23,3.32,20.1,3
77.26,3.203,21.8,3
75.996,3.084,23.4,13
76.76,3.01,24.3,13
77.6,2.97,24.3,13
75.81,2.95,23.1,13
78.98,2.5,20.5,5
78.14,2.68,21.5,5
75.39,2.65,19.6,5
77.93,3.14,20.7,5
75.248,3.06,25.1,13
77.53,2.96,23.7,13
78.32,2.94,24.7,13
77.93,2.62,23.5,13
75.64,3.32,23.5,13
77.14,3.26,25.2,13
77.69,3.23,25.7,13
77.56,3.6,24.1,13
72.89,3.35,24.5,13
72.88,3.78,26.4,13
74.17,2.62,21.4,5
78.28,2.59,20.7,5
77.407,3.123,21.4,5
72.986,3.02,22.6,3
74.838,3,20.8,3
77.32,3.199,21.2,3
76.5,3.181,19.6,3
75.051,3.116,20.6,3
74.498,3.961,22,3
76.404,3.137,22.3,3
75.35,3.934,22.3,3
77.41,3.968,22.5,3
75.995,3.023,21.7,3
77.75,3.21,23,16
78.77,3.06,24.1,16
78.38,3.03,21.1,16
77.65,2.87,21.2,16
77.99,2.84,23.3,16
76.77,2.98,23.1,16
76.35,3.45,22.4,16
79.4,1.95,20.2,5
77.65,2.68,20.3,5
79.19,2.62,22.4,5
77.01,2.68,22,5
77.37,3.08,22,5
78.32,2.94,22.4,5
78.8,3.06,24.7,5
78.53,3.08,20.8,5
75.54,3.03,20.9,5
75.87,3.12,21.6,5
78.14,3.29,23,5
77.96,3.18,19.2,5
77.79,3.11,21.1,5
77.14,3.29,23.1,5
72.53,3.35,23.2,5
77.96,2.94,26.7,13
77.38,2.91,26.4,13
75.88,2.77,22.3,13
74.331,3.032,23,13
75.33,2.82,25.2,13
78.98,3.26,29.2,13
78.35,2.77,21.2,5
76.17,2.91,22.2,5
77.96,3.06,23.3,5
77.12,2.85,22.5,5
77.09,3.09,23.8,5
78.32,3.12,23.3,5
76.66,3.2,23.2,5
78.73,3.3,23.9,5
77.36,2.96,21,5
78.14,3.01,20,5
77.11,3.17,20.9,5
75.27,3.14,20.6,5
77.12,3.06,20.2,5
75,3.17,19.9,5
73.98,3.11,20.4,5
74.04,3.85,26,15
73.72,3.88,26.1,15
70.06,3.97,28.3,15
73.8,2.9,18.8,3
78.73,3.19,21.3,3
77.95,3.305,21.9,3
78.14,2.79,21.5,18
76.16,2.76,23.1,18
77.74,2.82,21.8,18
78.31,2.77,21,18
78.77,2.77,23.2,18
76.91,3,19.9,18
76.61,2.97,20.9,18
75.12,2.84,20,18
78.11,2.71,21.4,18
75.3,3.03,23.4,18
75.24,3,21.3,18
78.14,3.03,22.5,18
75.14,2.94,21.1,18
75.71,3.12,23.1,18
75.89,2.85,21.3,18
74.94,3.9,24,2
75.93,3.75,22.5,2
74.52,4.23,22.4,2
76.51,4.19,20.3,2
75.79,4.87,26.6,2
75.29,4.74,26.6,2
77.57,2.9,23.1,5
76.74,3.26,21.5,15
75.78,3.77,24.5,15
77.36,3.8,23.3,15
76.95,3.74,23.6,15
68.838,2.85,26.1,3
77.37,3.94,24,16
74.87,4.09,24.4,16
77.4,4.06,25.5,16
76.859,2.896,22,3
75.563,2.877,19.6,3
76.334,2.873,20.4,3
73.238,2.02,19.3,3
78.162,2.97,21.5,3
75.87,2.791,22.6,5
78.55,2.64,23.7,5
76.94,2.61,21.9,5
78.18,2.62,20.8,5
77.4,2.76,21.6,5
77.79,2.79,23.5,5
79.748,2.228,20.2,3
77.111,2.988,21.4,3
74.786,3.055,22.5,3
77.111,2.97,19.9,3
76.83,2.924,17.7,3
78.871,3.005,23.3,3
77.327,3.59,19.2,3
77.039,3.198,23.5,3
69.43,3.2,21.5,18
78.55,3.2,22.2,16
78.14,3.5,23.2,16
77.78,3.09,24.3,16
78.59,3.04,23.3,16
77.37,4.06,24.5,16
77.96,3.7,23,16
76.19,4.47,24.8,16
76.91,2.58,21.2,5
77.79,2.68,19.1,5
77.97,2.59,22,5
77.64,3.99,24,15
77.824,3.091,20.2,5
78.14,2.68,21.1,5
77.56,2.5,22.4,5
76.25,2.76,20.9,5
77.79,2.68,24.7,13
78.14,3.06,23.1,13
78.98,3.11,27.9,13
75.71,3.55,22.2,13
77.96,3.41,24.8,13
76.15,2.88,23.2,5
77.54,2.88,21.1,5
79.251,2.154,21.9,14
76.759,2.863,24.4,14
75.009,2.826,21.7,14
78.58,2.8,20.1,14
77.4,2.47,22.2,14
77.55,2.65,22.5,14
78.14,2.88,23.8,14
77.99,2.85,22.2,14
78.531,2.042,22.6,11
79.16,2.86,22.1,11
78.38,3,24.1,11
75.478,2.803,26.1,11
79.19,2.85,25.5,13
78,3.44,26.2,13
78.34,3.32,24,5
78.59,3.11,21.1,5
74.32,3.02,20.5,5
75.045,3.117,21.6,3
74.029,4.206,22.9,3
77.27,4.089,20.6,3
77.86,3.11,19.9,3
71.478,3.194,22.8,13
75.77,3.247,22.8,13
73.682,3.133,25.4,13
75.68,2.79,23.1,13
70.146,2.904,21.6,14
71.348,3.005,22.6,14
70.811,2.872,22,14
77.09,2.997,24,11
77.09,3.91,25.7,15
78.59,2.74,22.7,5
78.98,2.56,22.6,5
78.14,2.97,22.3,5
77.86,2.966,20,3
79.28,3.007,19.7,3
77.25,2.172,23,5
79.02,3.008,20.8,5
77.363,3.112,21.2,5
78.502,3.06,21.9,5
77.91,2.41,23,5
79.19,2.53,23.3,5
77.96,2.56,23.9,5
78.38,2.79,21.6,5
79.58,3.22,24.5,15
79.19,3.76,23.8,15
77.93,3.64,22,15
79.19,3.74,25.2,15
78.59,3.76,25.1,15
76.96,2.61,21.4,3
74.971,2.933,22.3,3
79.58,2.79,21.4,3
76.348,3.157,21.7,3
74.815,3.028,23.6,3
80,2.97,21.9,3
76.71,3.082,24.3,13
78.98,3.35,26.1,13
74.52,3.8,24.3,13
78.53,3,24.8,13
75.64,3.68,26.2,13
79.035,2.52,19.7,12
79.05,4.11,23.4,2
79.37,3.26,23.3,2
77.608,2.38,21.4,5
79.19,2.2,20.7,5
77.72,2.59,22.5,5
78.35,2.47,21.2,5
78.14,2.76,20.3,5
78.14,2.62,20.5,5
78.11,2.76,21,5
77.16,3.077,22.8,5
78.98,2.88,20.1,5
77.95,3.18,21.8,5
78.73,3.17,21.5,5
78.14,3,21,5
76.88,3.07,21.6,5
78.35,2.78,22.9,5
78.98,2.88,21.6,5
70.66,2.93,22.7,5
78.1,3.04,21.6,5
77.89,3.14,21.8,5
78.56,3.35,22,5
78.77,2.85,23.8,5
78.49,3.85,26.9,15
78.14,4.01,25.8,15
78.14,4.03,26.5,15
78.77,3.74,22.2,15
77.86,2.939,20.8,3
77.86,3.019,21.8,3
76.404,2.995,23.8,3
75.751,2.976,21,3
76.003,2.991,21.7,3
78.747,2.97,22.1,3
75.691,3.959,21.2,3
74.03,2.771,21.6,6
79.251,2.83,21.9,6
78.848,3.051,23.1,6
77.89,2.74,23.8,13
77.284,2.983,23.8,5
76.656,2.109,22.5,5
78.38,2.64,21.9,5
78.047,3.083,21.9,5
79.02,2.7,21.5,5
78.01,2.88,20.1,5
77.77,3.24,23.2,3
76.82,3.135,21.1,5
78.047,3.14,21.8,5
77.72,4.44,21.7,2
76.91,4.44,22.3,2
75.29,4.58,23.2,2
73.98,4.71,23.9,2
78.74,4.3,22.2,2
78.95,2.89,22.9,5
78.53,3.03,22.3,5
78.32,2.91,23.9,5
78.98,3.38,21.2,5
78.56,3.12,22.2,5
78.53,3.47,22.5,5
78.17,2.91,24.4,5
74.91,3.14,21.9,5
77.51,3.86,22,15
76.6,3.06,24,15
77.92,4.06,24.2,15
75.92,4,23.2,15
76.11,3.87,22.4,15
77.19,4,23.8,15
74.07,4.2,22,15
76.95,3.39,19.7,16
76.88,4.79,24.9,2
77.51,2.59,21.1,5
79.51,2.987,22.6,5
74.37,2.95,22.7,5
74.086,2.48,22.1,5
78.59,2.5,23.1,5
77.753,3.026,22,5
77.78,2.59,21.1,5
78.19,2.7,23.9,5
78.59,2.55,21.1,5
76.97,2.17,19.7,5
77.363,2.988,23,5
74.94,3.01,23.9,5
73.85,4.09,25.7,15
70.67,4.41,24.5,15
72.81,4.14,25.3,15
68.47,4,26.3,15
67.77,4.11,26.1,15
78.58,3.041,21.6,3
75.782,3.018,21.1,3
75.279,3.087,21,3
78.964,3.019,21.5,3
76.046,3.087,21.5,3
77.494,3.087,21.6,3
76.578,3.064,21.1,3
75.894,3.135,21.7,3
75.72,2.29,22.8,3
75.549,3.38,23,3
77.314,3.646,24,3
79.748,2.83,21.2,3
78.279,4.201,23.8,3
77.11,3.35,23.9,16
77.47,3.74,24,16
78.56,2.41,20.2,5
76.95,2.61,23,5
77.52,2.85,22.7,5
78.49,2.68,22.5,5
75.94,3.2,20.8,5
75.96,3.06,22.2,5
75.03,3.23,22.4,5
77.61,2.97,21.2,5
78.39,2.85,26.5,13
79.19,2.97,28.5,13
75.29,3.11,26.3,2
78.53,4.25,24.6,2
78.8,4.56,24.5,2
78.11,3.18,23.2,5
78.74,2.97,22.4,5
79.58,3.29,22.5,5
78.38,3.26,21.9,5
78.8,3.33,22.8,5
75.88,3.34,22.3,5
77.71,3.53,21.8,5
78.74,3.35,22.2,5
76.92,2.53,22,5
79.79,3.54,21.5,15
79.4,3.58,22.7,15
79.19,3.65,22.8,15
79.19,3.53,22.1,15
77.72,4,22.8,15
78.14,3.83,24.6,15
79.048,2.76,21,3
77.86,3.123,23.2,3
78.35,3.53,21.1,16
76.95,3.53,21.9,16
79.79,3.59,23.3,16
76.37,2.56,19.9,5
75.61,2.62,18.8,5
77.08,2.44,21,5
78.14,3.35,26.1,5
76.95,3.4,23.2,5
74.58,3.52,21.6,5
76.5,3.65,22.7,5
72.99,3.32,32.2,5
75.96,3.13,21.6,5
72.43,3.045,20.6,3
74.146,3.156,20.7,3
75.794,2.931,21.1,3
74.066,3.009,18.9,3
76.003,2.897,21.6,3
73.215,2.866,21.3,3
78.747,2.992,21.6,3
75.822,4.06,21.7,3
76.075,2.996,18.8,3
75.634,2.992,20.2,3
74.331,4.022,20.8,3
76.82,4.754,20.5,3
73.67,1.945,21.2,5
73.66,2.5,20.7,5
77.79,2.68,21.5,5
79.37,2.82,22,5
76.13,3.09,21.9,5
77.95,3.11,19.6,5
78.63,3.06,21.7,5
78.11,2.85,22.4,5
78.38,2.85,23.4,5
78.429,3.081,21.9,3
76.291,3.035,21.8,3
76.816,3.055,21.6,3
75.18,4.158,21.3,3
76.891,3.166,22.4,3
78.115,4.544,20.3,3
76.291,3.088,21,3
77.298,3.008,20.8,3
76.305,3.095,21.1,3
77.111,3.135,21.9,3
76.159,3.248,20.1,3
76.29,3.244,20.9,3
76.11,3.206,21.8,3
78.59,2.18,24.2,5
77.4,2.52,22.7,5
78.53,2.29,23.4,5
78.53,2.65,22.5,5
78.59,2.53,23.3,5
77.54,2.59,21.2,5
76.35,3.22,20.7,5
79.19,2.94,19.8,5
78.19,2.82,21.2,5
76.53,3.12,22.5,5
76.14,3.14,21.4,5
79.19,3.03,24.1,15
79.19,3.32,23.8,15
78.14,2.85,21.5,18
78.77,2.73,20.6,18
78.14,2.97,17.8,18
78.77,3.18,21.4,15
78.38,3.38,23.6,15
78.98,3.53,26.9,15
76.13,3.5,26.7,15
78.53,3.5,21.7,15
78.53,2.59,23.7,5
79.251,3.054,20.7,5
78.46,2.9,23.8,5
78.25,3.002,23.5,3
78.783,2.879,22.5,3
76.19,3.101,22.3,5
78.98,2.23,22.1,5
78.39,2.59,22.1,5
79.19,2.74,22.7,5
78.14,3.036,21.8,5
77.78,3.11,22.9,5
78.98,3.11,19.9,5
75.78,3.26,21.5,5
79.19,3.29,21.4,5
79.19,3.01,22.7,5
78.14,2.29,22.1,5
78.98,2.67,20.6,5
78.53,2.59,23.2,5
79.16,2.67,19.4,5
75.986,3.116,21,5
75,1.87,18.8,5
77.79,2.8,20.6,5
77.38,2.62,20.6,5
75.81,2.59,20.6,5
74.79,2.58,21.4,5
77.46,2.56,20.5,5
78.32,2.69,19.8,5
71.982,3.126,20.5,5
72.29,3.22,20.3,5
78.55,3.23,22,5
74.76,3.23,22.4,5
76.131,2.996,21.5,3
75.223,3.125,21.7,3
77.068,2.973,21.6,3
75.235,3.12,22.2,3
76.046,2.977,21.5,3
77.991,3.137,21.4,3
77.536,3.129,21,3
75.549,3.036,21.2,3
75.07,2.56,21.1,5
74.67,2.71,21,5
71.99,2.68,19.3,5
75.18,2.92,20.9,5
78.56,2.9,19.8,5
74.4,3.03,21.6,5
74.28,2.89,20.4,5
77.74,2.98,20.1,5
72.69,3,19.9,5
77.44,3.16,21.2,5
74.91,3.26,20.6,5
76.1,3.05,21.4,5
76.38,3.51,23.8,5
76.04,2.97,20.2,18
74.95,3.03,19.4,18
77.93,2.83,20.5,18
77.15,2.85,20.1,18
77.3,2.91,21.1,18
78.35,2.83,22.1,18
75.34,3.13,19.9,18
73.14,2.97,21.3,18
76.9,2.97,19.8,18
77.74,2.97,19.7,18
78.14,2.84,20.3,18
77.93,2.79,20.9,18
76.45,3.01,22.9,18
77.54,3.09,20.8,18
78.35,2.8,22.7,18
78.14,2.84,24,18
77.64,3.06,22.3,18
74.49,3.24,22.2,18
78.53,2.79,19.2,5
78.88,2.53,21.6,5
78.37,2.68,21.2,5
73.5,3.16,21.6,5
75.9,2.986,23.3,5
79.19,2.26,22.3,5
77.78,2.92,23.7,2
76.61,4.17,24.6,2
78.91,3.078,21.6,5
78.98,2.08,22.1,5
77.247,2.3,20.5,5
77.55,2.08,24.6,5
74.88,2.07,21.2,5
77.56,2.68,22.6,5
78.55,2.88,24,5
78.34,2.88,24.6,5
72.15,2.85,24.6,15
76.2,2.85,23.2,15
75.51,3.46,23.9,15
75.78,3.26,22.3,15
78.35,3.21,23.5,15
74.58,3.09,24.8,15
77.51,3.03,22,15
77.65,3.46,22.8,15
78.98,2.32,21.9,5
76.59,2.23,18.3,5
74.9,2.58,18.9,5
75.27,2.85,20.4,5
71.75,2.59,21.2,5
76.35,2.56,21.6,5
75.1,2.85,21.5,5
74.52,2.24,20.2,5
74.46,2.59,18.2,5
78.783,2.807,20.9,5
75.64,2.53,20.3,5
77.12,2.59,21.7,5
76.17,2.94,21.7,5
74.55,2.91,21.8,5
74.65,2.79,20.5,5
76.34,2.94,20.6,5
78.17,2.88,21.7,5
77.51,2.74,21.7,5
77.71,2.74,21.2,5
74.82,2.94,20.1,5
76.8,2.71,20.5,5
76.97,3.09,23.2,5
76.01,3.148,20.6,3
73.785,3.71,22,3
70.26,4.4,22,3
75.506,2.939,22.5,3
76.98,2.45,24.6,5
78.34,2.94,21.3,5
76.75,3.24,22.7,5
74.55,3.11,23.2,5
78.35,2.94,22.9,18
75.704,1.922,17.8,5
78.58,2.908,21.8,3
70.496,3.037,23.4,3
73.735,3.35,22.5,3
78.53,2.5,22.1,18
78.6,2.59,22.4,18
78.98,2.26,24.6,18
78.299,2.111,23.2,5
80,3.077,22.3,5
79.51,2.968,23.9,5
78.64,2.37,21.9,5
78.95,2.38,23.2,5
75.487,3.176,22.5,5
67.42,4.02,23.6,15
78.77,3.74,21.1,15
77.37,2.95,22.3,5
76.35,2.84,22.2,5
74.43,2.79,24.5,15
73.76,3.82,24.1,15
78.5,2.53,21.5,5
76.18,3.088,21.1,5
77.98,3.11,23.4,5
75.96,2.59,21.1,5
78.188,3.126,22.6,5
77.827,3.076,21.9,5
77.327,3.082,23,3
75.823,4.096,24.8,3
76.131,3.943,25.5,3
78.59,3.39,22.8,18
78.14,3.83,22.3,18
76.14,3.26,22.3,18
76.75,3.33,22,18
78.14,3.21,25.8,16
75.99,3.59,25.8,16
72.336,2.033,21.2,4
70.08,2.59,25.5,4
71.79,2.822,21.7,4
79.28,3.035,23,3
77.349,2.89,21.9,3
75.05,2.902,21.8,3
69.74,3.099,21,3
77.183,3.032,22,3
77.782,4.024,23,3
73.742,3.044,22,3
76.597,3.12,22.2,3
78.58,2.979,21.1,3
77.37,3.42,27,13
75.36,3.35,26,13
78.98,3.79,24.1,13
78.25,2.69,22.2,5
78.98,2.99,21,18
78.14,3.26,22.6,18
75.24,2.74,19.6,18
77.79,2.79,20.9,18
70.21,3.18,22.6,18
70.24,3.09,20.2,18
68.79,3.38,25.2,18
74.34,2.66,22,14
77.71,2.65,22,14
77.054,3.252,26.3,13
76.68,4.073,28,13
78.46,3.35,26.2,13
75.879,3.883,23.4,13
76,3.184,23.6,13
78.73,3.21,23.1,13
77.602,3.232,23.3,13
78.279,4.605,27.7,2
79.4,3.09,25.7,2
78.88,3.77,24.7,2
77.27,3.5,26.1,15
78.67,3.44,22.2,15
78.99,3.54,24.3,15
78.53,3.67,23.5,15
78.18,3.62,24,15
80.5,3.62,21.4,15
78.14,3.53,24.5,15
78.14,3.59,22.3,15
79.19,3.29,23.4,15
78.53,3.47,22,15
78.32,3.82,22.4,15
78.77,3.59,23.3,15
74.045,3.052,21.4,3
77.319,2.81,21.3,3
75.411,3.679,21.9,3
79.79,3.18,23.8,16
78.98,3.12,22,16
79.769,2.967,24.1,8
71.45,2.44,22.2,8
75.102,2.825,22.8,8
74.928,2.823,22,8
78.783,2.685,22.5,8
75.972,2.56,22.3,8
74.951,3.005,21.5,8
70.168,3.134,22.8,8
77.082,3.062,24.5,8
76.44,3.195,23.4,8
77.09,2.849,23.9,14
74.16,2.97,24.8,13
77.96,3.44,27.6,13
77.51,4.03,27.8,13
74.83,3.85,26.2,13
76.11,2.85,27.6,13
74.67,3.91,24.4,13
72.6,3.88,24.8,13
79.19,2.38,20.2,5
77.56,2.79,22.1,5
75.57,3.031,22.2,5
77.75,2.91,21.7,5
74.97,2.91,23.1,5
76.91,2.44,21.8,5
76.67,2.38,22.5,5
78.98,2.63,22.9,5
77.34,2.39,20.4,5
77.3,2.52,22,5
78.77,2.68,18.2,5
75.74,2.71,22.5,5
77.72,2.65,22.1,5
75.84,2.91,21.5,5
75.48,2.79,22.7,5
75.48,2.65,21.6,5
78.17,3.09,22.5,5
78.03,2.91,24.8,5
77.96,3.12,21.7,5
78.28,2.93,23.4,5
78.59,2.87,22.9,5
76.14,3.14,22.9,5
77.89,3.07,21.1,5
75.53,3.12,20.8,5
76.72,3.38,23.9,5
77.96,3.35,22.8,5
72.54,4.03,21.7,5
77.14,2.428,18.3,1
74.929,2.529,22,1
74.569,2.432,18.9,1
71.89,2.865,18.9,1
76.463,2.967,19.3,1
73.898,2.86,19.1,1
77.083,2.774,17,1
73.605,2.11,19.6,1
75.404,2.65,20.5,1
78.77,3.06,19.1,3
77.97,2.91,20.1,3
77.62,2.96,19.5,3
78.5,3.16,19,3
76.686,3.12,21.2,3
73.583,3.012,20.4,3
75.936,2.157,20.7,3
75.297,2.99,20.7,3
75.823,2.987,20.8,3
73.49,3.237,20.4,3
74.444,3.167,21.1,3
76.759,2.824,21.5,3
75.794,2.936,20.6,3
75.527,2.981,21.1,3
77.164,3.099,20.1,3
78.279,3.096,19.9,3
76.514,3.061,22.9,3
71.435,3.158,21.4,3
77.265,2.966,21,3
